Manufacturer,Engine size,Fuel type,Mileage,Price
3,1.8,1,206392,3141
0,4.0,2,163696,11563
1,1.0,2,191323,964
4,1.6,0,73240,5289
1,1.4,2,75133,11864
4,1.4,0,40027,30905
4,1.2,2,57778,6740
0,2.0,2,235138,1734
3,1.0,1,333629,478
4,1.4,0,160639,3876
3,2.2,1,28056,45312
1,1.4,2,119013,1991
2,3.0,2,26616,53863
0,5.0,2,234128,4991
3,2.2,1,221229,4085
4,1.0,2,97043,3036
3,2.4,1,209073,2137
1,1.6,2,187803,2773
3,1.4,1,25972,29237
1,2.0,2,116570,5556
1,1.4,0,229330,1648
4,1.4,2,191456,1864
1,2.0,0,186368,1583
4,1.0,2,145249,1229
3,1.2,2,61336,10676
4,1.8,0,99768,9889
4,2.0,2,90092,9397
1,1.4,2,92660,8353
3,1.0,1,96699,12744
1,1.8,2,125474,6067
4,1.8,2,31305,13815
4,1.0,2,123093,4864
2,3.5,2,202146,5762
1,1.0,2,184586,1916
4,1.4,0,175032,2411
1,1.6,0,133924,6363
1,1.4,2,110423,10939
1,1.4,2,125603,4678
3,1.4,1,52422,23258
1,1.4,2,114007,6011
4,1.4,2,318300,482
2,3.5,2,115294,16497
3,2.0,1,201150,4358
2,2.6,2,180045,12535
3,2.4,1,179147,3875
1,1.4,0,35372,24620
1,1.4,2,241753,698
0,2.4,2,90842,13973
1,1.2,1,193258,1049
3,1.4,2,48630,15266
3,1.8,1,56636,21024
4,1.6,0,28888,37695
0,4.4,2,86927,35075
1,1.0,2,288486,347
4,1.6,0,59580,19610
3,1.8,1,96750,20089
3,1.8,1,42520,34239
1,2.0,2,88876,12528
1,1.2,2,39553,9880
2,3.0,2,201184,6571
2,2.2,2,65200,57993
1,2.0,2,151923,2325
1,1.4,2,289688,342
4,1.2,1,196325,1019
4,2.0,0,44765,27493
2,2.6,2,100825,25261
1,1.4,0,22718,30522
4,1.6,1,99950,12738
1,1.0,2,133622,5538
1,1.6,0,162124,5057
4,1.2,0,24331,25145
4,1.6,2,29366,23519
1,1.4,0,157593,5300
3,1.0,1,157156,6094
1,2.0,0,200460,1953
3,1.2,1,254620,746
3,2.0,2,23302,51611
1,1.4,2,7916,30298
3,1.4,1,107304,9994
3,1.0,2,84490,7296
1,1.2,2,211454,1357
4,1.8,2,165284,2474
4,1.8,0,112716,7207
3,2.0,1,151393,7120
0,2.0,2,30757,28062
0,3.0,0,185456,2138
1,1.6,2,156535,4720
0,3.0,0,59167,34056
1,1.4,1,172028,4110
4,1.6,2,107625,6473
3,2.4,1,98942,16359
4,2.0,0,51921,32126
3,1.4,1,213652,1523
3,2.0,1,215481,1508
1,1.0,2,143995,3288
4,2.0,2,56403,17099
3,1.0,1,51954,19715
3,1.2,2,38795,18326
3,1.4,1,229464,2106
1,1.6,1,4000,35733
1,2.0,2,148469,6951
4,2.0,0,79448,14709
4,1.8,0,337137,479
1,1.6,0,71293,14070
3,1.8,1,172971,1651
3,1.2,2,179097,2548
3,1.8,1,90320,10501
0,2.4,0,104196,17077
3,1.8,1,121307,8919
1,1.0,0,203469,1111
3,1.8,1,119176,6944
4,2.0,0,133287,3912
4,1.4,2,45610,16837
4,1.4,0,122101,3099
4,2.0,2,84614,10441
3,1.2,1,133425,1640
0,2.4,0,154172,8842
4,1.6,0,139257,5170
4,1.6,2,61026,17309
1,1.8,2,46861,25041
3,1.4,1,123958,4521
4,1.6,0,27302,27255
3,1.8,2,217400,1636
4,1.6,2,97296,8531
4,1.8,0,162999,4031
3,2.4,1,137762,3913
3,1.0,2,41073,9681
3,2.2,1,40276,51529
4,1.4,2,97331,9468
4,1.4,0,159686,1720
4,1.8,0,209556,1931
4,2.0,2,181071,2347
3,1.2,1,60954,19159
3,1.8,1,194528,1371
4,1.6,2,48150,14508
3,1.4,2,86456,9729
4,1.2,2,33865,21213
1,2.0,0,39657,15744
1,1.8,1,55395,28228
0,2.4,0,111470,10143
1,1.8,0,29439,30886
0,2.4,2,69891,19724
1,1.6,0,96536,5666
3,1.0,1,16765,31758
3,1.2,2,25731,25809
1,1.6,0,108039,12386
2,3.5,2,224583,3164
0,4.4,2,115910,14559
0,2.4,2,33651,34541
4,1.4,0,53366,16369
3,1.0,1,248230,883
0,4.4,2,22319,117441
1,1.6,0,20796,39913
1,1.0,2,34297,24582
4,1.4,2,152741,1909
1,1.6,0,204387,1928
3,1.8,1,151020,4415
0,2.4,2,43663,28479
3,1.2,1,201968,1470
4,2.0,0,66107,27433
4,2.0,0,117793,7973
3,1.4,2,87488,7907
1,1.6,2,234975,1407
1,1.4,2,245794,673
1,1.0,2,194937,1304
4,1.2,2,108166,5425
3,1.2,1,65766,14220
3,2.0,2,59936,19881
4,1.6,0,19656,42433
3,2.4,1,95335,9216
4,1.2,0,101151,5251
3,1.4,1,39929,25111
1,2.0,0,1487,56459
4,1.8,0,116964,9938
3,1.2,1,44662,19858
4,2.0,0,128477,3298
3,1.8,1,206162,1512
1,2.0,0,44398,10256
4,1.8,2,80034,10836
0,5.0,2,81129,16366
2,2.4,2,165244,5547
4,1.8,2,25348,31173
4,1.0,2,193568,873
3,1.4,2,52847,12174
3,1.2,2,72738,9261
4,1.2,2,70151,10906
4,2.0,2,103730,4246
1,1.2,2,77493,6340
0,2.4,2,149048,4294
3,1.8,1,94674,17847
4,1.8,0,107503,9985
1,1.4,2,102539,7001
1,1.4,2,88397,12846
0,4.0,2,34125,91619
4,1.8,2,184533,4174
4,1.4,2,130507,5081
1,1.4,2,145801,1507
1,1.6,0,156817,1819
1,1.6,2,140073,3196
4,1.4,2,66708,13380
3,1.0,1,124306,4073
3,1.4,2,125953,4864
2,2.2,2,155456,11613
1,1.4,2,174198,1898
1,2.0,2,197633,2199
3,2.2,2,79393,16026
4,1.6,2,311658,316
4,2.0,0,89417,12110
3,1.8,2,63636,22489
4,1.8,2,40271,21892
3,2.0,2,90414,17277
1,1.2,2,29268,19119
3,1.8,1,178452,5384
1,1.2,2,251133,678
3,1.4,2,85068,8043
1,1.2,2,22383,18595
0,2.0,0,49046,27731
1,1.0,2,43996,14002
1,2.0,0,228947,1416
1,1.6,2,53147,24268
4,1.6,2,108111,7878
1,1.8,1,189435,2354
4,1.2,2,38935,16230
3,1.0,1,69823,15368
1,1.8,2,217958,1322
4,1.6,2,83208,15938
0,2.4,0,131248,4779
4,1.6,0,341741,378
4,1.8,0,228512,1706
3,2.4,1,131873,15557
1,1.2,2,44260,15314
1,1.2,2,80250,7109
3,2.4,1,23471,67781
0,2.4,2,16913,55616
1,1.6,0,85455,15593
4,1.4,0,152446,4739
3,1.0,1,269373,882
0,3.0,0,42952,30856
3,1.2,1,43488,21379
0,5.0,2,231407,4189
3,1.2,1,87731,8770
4,2.0,0,197425,3162
1,1.2,2,96911,6318
0,4.4,2,252941,3684
3,1.8,1,41969,16500
4,2.0,2,58312,21052
0,2.2,2,213115,1302
1,1.6,0,21834,28435
2,4.0,2,164944,8500
4,1.2,2,233343,549
0,4.0,2,80607,45632
3,1.4,1,125812,9278
3,1.8,1,26103,29695
0,2.2,2,68387,19074
1,1.4,2,17149,38775
0,2.0,0,60475,24131
4,1.8,0,54390,24568
3,1.4,1,150507,7125
4,1.4,2,203777,1121
2,4.0,2,57850,49704
4,1.6,0,186840,1606
3,2.4,1,171601,5047
1,1.2,2,64301,9667
4,1.6,0,259256,894
2,4.0,0,285908,2012
1,1.4,2,153198,4539
4,1.2,2,243484,438
0,2.4,0,277340,777
4,1.6,2,18894,23332
1,1.2,2,150801,3643
1,1.6,0,65505,17859
0,5.0,2,117615,21380
3,1.0,1,60407,16349
4,1.4,0,98713,9395
1,1.0,2,187561,734
4,1.2,0,110949,5579
2,4.0,2,71237,30517
3,1.8,1,44550,33820
0,4.0,2,97405,31027
3,1.8,1,125567,7552
3,1.4,1,193772,1307
1,1.4,2,116115,3710
4,1.6,0,188185,1350
1,2.0,0,100189,12015
1,1.6,2,183450,2205
4,1.6,0,181847,2834
1,1.4,1,19712,45883
1,1.4,2,61363,14854
4,1.6,2,245602,692
1,1.4,2,34577,27165
4,1.6,2,54981,16497
3,2.2,1,99437,14599
2,4.0,2,35278,61033
1,2.0,2,39083,25884
4,1.6,0,179361,2371
4,1.4,2,281418,718
2,4.0,2,133469,16395
1,1.4,2,36919,23449
1,1.8,2,31473,19668
0,3.0,2,149596,6670
2,2.0,2,107866,14563
1,1.0,2,21698,19469
2,2.0,2,75305,19640
3,1.0,2,139139,3241
4,1.6,2,149858,2833
1,1.8,0,47792,18561
3,1.0,1,23828,37150
4,1.0,2,159199,734
4,2.0,2,3000,32412
2,3.0,2,183021,5524
1,1.0,2,117505,2902
1,1.6,2,131625,3653
1,1.2,2,84625,3784
0,2.4,2,54799,15591
3,2.2,1,140806,8699
1,2.0,2,225361,2098
1,1.0,2,102666,7017
3,1.2,1,285951,373
1,1.4,0,63372,19357
0,2.2,2,250431,1806
1,1.0,2,142155,1831
1,2.0,0,286299,595
1,1.0,2,57585,10532
1,1.0,2,106112,8932
0,2.2,2,74444,17133
3,2.4,2,136189,12528
1,1.0,0,101476,6954
1,1.6,2,183559,2224
4,1.4,2,54426,22053
4,1.2,2,145780,2077
3,1.8,1,259370,1485
3,2.4,1,140537,4997
1,2.0,0,132498,3233
1,1.8,2,172010,1994
0,5.0,2,200671,6304
4,2.0,0,95560,8800
2,4.0,0,67214,54388
0,2.0,2,112209,9543
3,2.2,1,76077,29349
4,1.4,0,197635,1892
3,2.0,1,149153,5196
1,1.0,2,67377,7080
3,1.0,1,38436,21505
3,1.2,1,108928,7516
3,1.4,1,81299,6213
3,2.4,1,117203,12492
0,5.0,2,123949,24871
4,1.8,2,73187,13869
4,1.6,0,145825,6111
4,1.6,2,167130,3426
4,1.2,1,87390,11295
2,3.0,2,260451,1844
1,1.4,2,25238,10848
1,1.6,0,154809,6564
4,1.4,2,217416,1092
1,1.2,2,183332,1330
0,2.0,2,37663,28810
4,1.6,0,82859,10520
4,1.2,1,121744,1890
3,2.2,2,137395,5706
1,1.0,2,104346,3329
4,1.4,0,93697,10414
4,1.6,2,78923,10785
2,2.0,2,121334,8813
0,3.0,2,118639,5346
4,2.0,2,186684,1713
0,2.2,2,87514,23349
4,1.2,2,25706,14347
3,2.0,2,85793,23306
1,1.2,2,152727,1010
4,1.6,0,207865,1975
1,1.4,0,121052,4716
3,1.8,1,70532,11262
3,2.4,1,167406,5976
3,1.0,1,145737,5857
1,1.0,2,61917,8385
0,4.4,2,52542,41274
4,1.0,2,146691,1483
0,3.0,0,228624,2656
3,1.0,1,69437,13543
1,1.4,1,89327,17498
1,1.4,1,145462,5077
4,1.4,2,190443,1135
2,4.0,2,107223,18767
1,1.4,0,141551,3512
4,1.8,2,63336,17724
1,1.4,2,95667,9341
3,1.0,1,35136,28507
3,2.2,1,127880,9016
4,2.0,0,213251,2105
1,1.4,2,61651,22981
3,2.2,1,332382,646
2,2.0,2,139701,3916
1,1.0,2,65718,5860
3,1.2,1,88446,6683
3,1.4,1,28105,5806
3,1.4,1,180636,1464
1,1.4,0,398089,159
4,1.0,2,43886,11774
3,1.0,1,177585,1766
3,1.2,1,36087,22347
2,3.0,2,140899,11711
1,2.0,2,54677,25138
2,2.2,2,129345,14332
2,2.2,2,116058,12165
1,1.8,0,98167,11567
4,1.4,0,115000,6374
1,1.6,0,77584,5667
3,2.0,1,148420,5227
0,4.0,2,273292,2905
0,4.0,2,145901,18687
3,2.2,2,145022,2945
1,2.0,1,150186,3234
3,2.0,1,133739,9380
1,1.2,2,147936,2338
4,1.8,0,29621,37247
3,1.0,1,169747,1765
4,1.2,2,61281,8284
3,2.2,1,39814,39577
0,2.4,0,39448,34426
3,1.8,1,34619,48198
0,4.4,2,92852,29430
4,1.4,2,126188,2884
3,1.4,1,46792,18528
4,1.0,2,205643,643
4,1.8,2,161828,2229
3,2.0,1,65257,12646
3,1.8,1,42787,17550
1,1.2,2,72473,8013
0,2.4,0,80183,20277
4,1.4,2,135762,4736
2,2.2,2,107551,28866
1,1.6,1,27516,33957
4,1.6,0,205511,2464
0,2.2,2,68946,11917
3,1.0,2,113710,5896
0,2.4,2,69241,8901
4,2.0,0,48864,28657
3,2.4,1,100796,7251
1,2.0,0,95183,7813
4,1.8,1,206465,1702
3,1.4,1,104098,10941
4,1.2,2,172576,1555
1,1.8,0,120909,9755
3,1.0,2,84781,4880
1,1.6,2,178647,2479
1,1.8,0,55608,16534
3,1.8,1,47087,6289
2,2.4,2,94370,14419
1,1.6,1,179618,1833
4,1.2,2,125432,3749
1,1.2,2,56083,14227
0,2.2,2,45897,40127
3,1.4,2,159279,3718
3,2.2,1,224321,1461
0,4.4,2,151991,19935
4,2.0,2,160189,1345
4,1.6,2,26314,29230
1,1.0,2,146755,2016
1,1.0,2,64070,9447
3,1.2,1,72368,7468
0,3.0,2,65721,31639
0,4.0,2,300094,1414
0,2.0,2,184605,4636
4,1.8,2,30075,28389
1,1.4,2,146751,3559
4,1.6,0,189701,2028
4,1.2,2,197686,863
1,1.0,0,36355,17093
1,1.0,2,41670,18021
3,2.2,2,170734,4955
1,2.0,2,35650,32265
1,1.6,0,124337,5616
4,1.2,0,22528,25399
4,1.4,0,76717,5902
3,1.4,1,235308,2135
4,1.0,2,30168,19049
1,1.4,2,107004,5545
1,1.0,2,95137,11060
1,1.0,2,206910,1637
4,1.6,2,10141,12088
2,4.0,2,222039,2735
1,1.0,2,37981,9731
0,3.0,0,176591,3680
4,1.4,0,201336,1499
1,1.0,1,228168,1983
1,1.2,2,298578,464
1,1.4,0,238571,1240
4,2.0,2,191287,1539
3,1.8,1,140770,4199
4,1.8,0,175853,3102
4,1.8,0,94438,3961
0,3.0,2,46722,33406
1,1.4,0,170144,2143
0,3.0,2,65239,25986
4,2.0,0,135701,9052
0,3.0,2,19982,34163
0,4.0,2,119787,18807
4,1.4,2,89859,10194
4,2.0,1,123125,4116
4,2.0,2,230711,1414
0,2.4,2,39530,38121
4,1.2,2,37669,16983
2,4.0,2,63923,41822
1,1.4,0,27642,21078
1,1.2,2,86109,8335
3,1.8,1,234212,1434
1,1.2,2,142149,2620
3,2.4,1,62917,29289
1,1.4,2,53155,17227
4,1.6,0,67194,6293
4,1.2,2,53663,10624
4,1.4,2,183071,2337
4,1.8,0,213162,1340
4,1.8,1,27600,30239
3,2.0,1,144450,4725
3,1.0,1,55137,22079
4,2.0,2,31163,27819
4,1.8,0,92709,12712
3,1.0,1,24923,20351
0,2.2,2,133174,8511
1,1.4,2,30186,26069
3,2.2,1,116646,11236
1,1.2,0,49944,14526
1,2.0,0,141343,5135
1,1.6,0,173420,1480
4,1.4,2,233428,945
1,1.4,2,32145,21712
3,2.4,1,14878,75945
0,2.0,2,148586,2637
3,1.4,1,161999,5305
4,2.0,0,37356,19435
3,1.0,2,68094,8721
1,1.0,2,250937,809
3,1.4,1,170542,2381
0,2.0,2,202037,3201
1,1.4,2,65540,8479
3,2.2,1,64601,33876
4,2.0,1,273792,968
4,1.2,2,88950,3660
4,1.8,0,169499,2923
3,1.0,1,54872,13928
4,2.0,2,122592,8760
0,2.4,2,166520,3042
3,2.2,1,176163,7413
1,1.4,2,117616,3002
0,4.4,2,226887,8524
4,1.0,2,24552,17211
3,1.4,1,7155,54945
1,2.0,2,150200,5201
1,1.8,2,36535,13682
3,1.2,1,85571,6820
4,1.4,2,58214,11916
1,1.6,0,39190,24072
3,1.4,1,95049,8411
1,1.0,0,228005,1331
2,2.6,0,178378,7337
2,3.5,2,52773,74126
4,1.6,0,55690,22973
0,4.4,2,19001,57449
4,1.4,0,49831,12818
1,1.0,0,93949,12520
1,1.4,2,95019,7905
3,1.8,1,77165,23965
3,1.4,1,30227,28537
3,2.4,1,221041,3062
4,1.8,2,112763,8381
1,2.0,2,84390,14774
1,1.2,2,56994,11580
1,1.2,2,205418,1432
1,1.0,2,182958,873
2,4.0,0,121110,21663
1,1.0,0,120077,6463
1,1.4,0,123667,7879
3,1.4,1,107457,9983
4,1.6,2,151956,2487
0,2.4,2,154408,5365
1,1.6,1,181477,2541
3,1.2,1,136584,3116
3,1.8,1,110894,11348
4,1.4,2,221636,1022
1,1.4,0,50016,22532
2,3.5,2,15000,15296
4,1.6,0,85279,17631
1,1.2,2,87823,7207
4,2.0,2,68047,16315
0,2.4,2,5639,64236
4,1.8,0,79698,15599
0,2.4,2,171903,4955
1,1.6,0,27842,29387
3,2.2,1,38587,48694
1,1.8,2,158498,5680
4,1.6,2,136408,2329
1,1.0,0,150212,4165
1,1.4,2,141261,4252
4,2.0,0,83047,17173
1,2.0,1,157250,5560
0,2.0,0,119256,6684
3,2.4,1,79790,27957
0,2.4,2,39484,38131
1,1.8,0,170050,5365
2,2.6,0,59034,37869
1,1.2,2,20328,6472
4,1.2,2,186048,1021
1,1.8,0,311900,414
4,1.4,0,161501,5741
1,1.4,0,85461,5365
1,1.8,0,77365,17654
1,1.0,2,43992,14968
4,1.4,2,148145,1623
4,2.0,2,125479,2838
0,2.4,2,264670,1446
3,1.2,2,102514,9168
4,1.0,2,115338,3953
1,1.4,2,155873,1812
4,1.8,2,72721,7999
0,2.0,0,36797,8995
4,2.0,2,210355,1445
1,1.0,2,19640,26712
3,1.4,1,62531,26629
0,2.0,0,27389,44018
0,5.0,2,115278,26583
4,1.4,0,19029,26930
1,1.6,0,37770,27739
4,2.0,2,131279,3541
4,1.6,0,135889,4742
3,1.8,1,101953,9653
4,1.6,0,244282,1855
0,2.4,0,86176,4795
3,2.2,1,39082,51898
4,1.4,0,67299,21303
4,1.2,2,108188,7082
1,1.8,0,61252,14917
4,1.4,0,104718,7710
3,2.0,1,249339,1108
1,1.0,2,76573,8689
4,1.6,0,138758,6469
4,1.2,2,133485,1581
4,2.0,2,26479,32650
2,3.0,2,79557,29571
3,1.8,1,94925,20356
4,1.2,2,159547,1420
0,2.0,0,129764,11999
3,1.2,2,20558,26565
2,4.0,0,54952,62946
1,2.0,0,92931,15609
3,1.4,1,172937,1672
4,1.6,0,56754,17127
3,1.4,2,189774,1055
4,1.2,2,35036,6783
0,4.0,2,55597,53872
0,4.4,2,135326,22808
3,1.8,1,156763,4950
4,1.8,0,18017,42484
2,4.0,2,149724,8438
3,1.0,2,58886,9901
1,1.4,0,18334,33119
3,1.0,1,46589,23290
0,2.4,2,68708,13326
4,1.6,2,88392,11012
4,1.0,2,38340,16989
1,1.4,2,263206,384
4,1.2,2,159228,3052
0,2.2,2,145258,5179
1,1.6,1,207614,2022
4,1.6,0,55111,20179
0,3.0,0,191536,3458
4,1.6,0,222390,933
4,2.0,1,234299,1307
1,1.4,0,19959,37508
1,1.0,1,287300,433
2,4.0,2,193219,5634
4,1.0,2,311798,293
1,1.0,2,40304,9597
4,2.0,0,100186,9095
4,1.2,2,138607,2766
4,1.4,2,92172,6162
4,1.6,2,129588,5848
1,1.6,2,264924,989
4,1.6,2,49301,13476
3,1.2,2,179016,2914
1,1.8,0,357576,454
2,2.0,2,49786,23191
4,1.0,2,81108,7565
3,1.2,2,157482,4268
4,1.6,2,174710,1650
1,1.0,2,81787,2525
3,1.8,1,62428,23142
1,2.0,0,148819,4230
0,3.0,0,49584,10898
1,1.6,2,87309,5442
4,1.6,0,129468,7956
0,5.0,2,87843,48502
0,5.0,2,222154,5947
3,1.4,2,53883,4162
3,2.2,1,206980,3799
1,1.0,2,101656,2860
2,3.0,2,126718,16004
2,2.6,0,45782,57438
4,1.2,0,32559,8826
1,1.8,0,21764,42108
1,1.8,0,110504,8087
4,1.2,2,118120,1782
3,2.0,1,63312,13692
3,1.2,1,149822,3200
4,1.6,0,235666,1177
1,1.2,2,184669,1717
3,1.0,1,58151,24748
2,3.0,0,86617,21180
4,1.6,0,302024,592
0,3.0,2,20441,53379
2,4.0,2,129513,16323
1,2.0,2,81822,11520
3,2.4,1,144529,13154
3,1.8,1,19017,44797
1,1.4,2,139231,2634
0,2.4,2,21842,39488
3,1.8,1,26951,45815
0,2.0,0,90648,8261
1,1.6,2,175881,1944
1,1.6,0,76733,17705
4,1.4,2,92815,5906
4,1.4,0,80220,10499
4,1.2,2,174366,865
4,1.6,2,63372,10001
2,2.0,2,67676,18092
0,3.0,2,232190,3720
0,2.4,0,85221,14996
4,1.2,2,54215,13822
1,1.2,2,5254,28439
4,1.6,2,190506,1440
1,2.0,0,28420,37763
3,1.4,2,72678,4806
1,1.8,2,127906,2674
0,3.0,0,87509,20151
1,1.0,2,77265,7569
1,1.4,0,78648,14305
1,1.8,2,20244,35719
1,1.6,0,125697,4592
1,1.4,2,136103,4029
2,2.0,2,140207,7597
4,1.4,2,210185,683
4,1.4,2,182166,1394
2,2.6,0,46563,50028
4,1.4,2,191013,1926
4,1.4,2,137170,3691
0,2.0,2,293666,719
0,4.0,2,26070,102575
2,3.0,2,128692,16845
3,1.4,2,148166,4655
4,1.4,2,94144,3210
1,2.0,0,145277,3810
1,2.0,0,270612,901
4,1.4,0,33606,21087
1,1.0,0,135525,4387
4,2.0,0,140213,4792
4,1.2,2,204503,903
1,1.0,1,193576,782
0,4.4,2,109941,31711
0,2.0,0,292571,574
3,1.4,1,93979,16438
4,1.0,2,224106,1062
4,1.4,0,21413,39310
1,1.0,2,55300,11103
4,1.6,0,60586,20827
4,1.0,0,174967,675
4,2.0,2,109695,6237
4,1.6,0,98719,9396
1,1.4,2,131404,3522
4,1.6,2,69381,14463
3,2.0,2,61483,17226
3,1.0,2,75821,8851
3,1.2,2,205741,1447
4,2.0,2,87977,11651
3,1.0,2,139636,3020
1,1.6,0,34433,23161
3,1.4,1,99908,4742
3,1.4,1,40671,32640
3,1.2,2,54395,16651
1,1.0,2,126855,2010
2,4.0,2,20634,70913
4,1.6,2,274051,380
3,2.0,1,113342,5640
1,1.0,2,79041,6995
4,1.0,2,74398,5675
3,1.8,1,230915,1857
3,1.4,1,71538,12102
3,2.2,1,7455,80831
3,1.0,1,295799,461
1,1.6,2,122130,5491
1,1.4,2,67556,12482
0,4.0,2,246899,2490
1,1.4,2,32544,14520
3,1.2,1,29741,26494
1,1.0,2,56920,8101
4,2.0,0,22999,43569
1,1.0,2,78294,9812
1,1.6,1,178160,3616
0,4.0,2,89953,7064
3,2.4,1,134946,7292
3,1.4,1,72559,21806
1,1.0,2,44390,4807
2,4.0,2,50971,47081
1,1.6,1,142689,7247
1,2.0,0,219904,1357
3,1.0,1,44308,23617
4,1.2,2,12095,23949
4,1.4,2,161383,1555
1,1.0,0,120770,6429
4,1.6,0,108730,3955
3,1.4,2,16200,25716
3,1.4,1,101472,3855
4,1.6,2,104548,7568
0,2.0,2,155053,4558
4,1.4,2,225099,489
4,2.0,2,18985,36387
3,1.4,2,32710,23442
1,1.8,0,42313,30606
1,1.4,0,59135,5244
4,1.4,0,120931,3343
1,1.4,0,2164,47076
3,1.8,2,143719,8362
4,1.0,2,67282,10147
3,1.2,2,90761,9983
4,2.0,0,102889,10188
3,1.0,2,58770,5438
3,1.0,1,99215,6897
3,1.0,1,46400,21813
4,1.6,2,37123,14509
3,1.0,1,93423,3692
4,1.6,0,293143,590
4,2.0,0,188922,2303
1,1.0,2,179395,1099
4,1.2,0,148098,3192
4,2.0,2,293643,461
2,2.6,2,36980,80387
3,1.8,1,63889,30785
4,2.0,0,106361,9290
1,1.8,0,136072,4488
4,1.8,2,162484,2707
3,2.0,1,16535,64280
3,1.0,1,35867,5384
3,1.8,1,8120,68163
0,2.0,2,58147,25387
4,1.6,2,41885,19681
0,5.0,2,13591,140340
0,2.4,0,142960,7421
4,1.4,0,69295,13297
4,1.4,2,204381,1043
0,2.4,0,50975,21507
1,1.8,0,187542,3537
1,1.4,2,71373,8976
2,4.0,0,80642,29135
0,5.0,2,154248,10019
4,1.6,0,119648,3891
1,1.4,2,113397,5870
3,2.4,1,107263,15385
4,1.6,0,74875,14510
1,2.0,2,91173,5181
4,1.6,2,184657,2465
4,2.0,2,34643,12607
1,1.6,0,131851,9027
4,2.0,2,28203,22306
1,1.0,2,66621,6656
3,1.0,1,80589,4937
3,1.0,1,39944,25919
1,1.6,0,333464,443
4,1.0,2,21151,18750
3,1.2,1,104086,8904
1,1.2,2,292213,253
3,1.4,1,187590,2049
4,1.6,0,184851,3374
3,1.2,2,39093,19554
3,1.8,1,281856,1013
0,2.0,0,79848,22661
4,1.0,2,44597,10259
2,4.0,2,49542,45842
1,1.0,2,87647,2691
0,2.0,0,228566,1454
1,1.8,0,70754,14977
0,5.0,2,42059,91415
4,1.4,0,247519,816
1,1.0,2,55408,15484
3,1.0,2,18432,17580
3,1.8,1,30278,42053
3,2.4,1,26544,51026
4,1.2,2,200002,740
3,1.0,2,96885,5845
0,2.4,0,53661,18507
1,2.0,0,21119,44955
2,4.0,2,29509,67461
4,1.6,2,67775,4002
0,2.2,2,274969,788
0,2.0,0,141312,5620
4,1.2,2,97682,6448
4,1.0,2,48959,13040
4,1.0,2,214991,1078
4,1.4,0,32592,32290
3,1.0,2,153838,3513
3,2.0,1,257710,2135
1,1.4,2,151292,3334
3,1.2,2,133337,3479
3,1.4,1,19944,44913
3,1.2,2,227917,1268
0,2.2,2,49329,28150
4,1.8,0,79362,13062
4,1.8,1,75786,12274
4,1.4,2,31962,12242
1,1.2,2,107560,3663
0,3.0,2,149545,5737
1,1.4,0,163445,5001
1,1.2,2,114219,5940
4,2.0,2,160583,2792
0,2.0,2,46725,29156
4,1.8,0,72434,23341
1,1.0,2,17093,21344
3,1.0,1,67549,3599
4,1.0,2,22940,21213
4,1.6,2,86912,10500
1,1.0,2,177526,2762
3,1.2,1,122620,3043
4,1.2,0,122306,1586
4,1.6,2,107952,4329
3,1.8,2,171088,5458
2,2.4,2,14070,69526
1,1.6,0,94746,9784
3,2.0,2,100705,8802
4,1.2,2,163757,1970
1,1.6,1,106403,10975
3,1.8,1,123234,12615
4,1.2,0,116906,5700
4,1.6,0,64532,17764
3,1.8,1,22808,35917
1,1.0,2,300179,229
4,1.2,2,86051,5737
3,1.8,1,30794,46103
1,1.0,2,92561,3732
3,1.4,1,201433,2217
3,1.2,1,13527,22199
3,2.2,1,199870,2537
3,1.8,2,65337,27163
4,2.0,0,128611,1949
2,3.0,2,45607,51481
4,1.4,2,191844,2593
4,1.2,0,37411,19649
1,1.8,0,115932,9481
3,2.0,1,78772,17227
3,1.2,2,69909,7229
4,2.0,0,145639,4328
0,2.4,0,53701,31540
1,1.0,2,130541,4646
4,2.0,2,42942,7039
3,1.4,1,52989,21681
2,2.6,2,165822,11580
0,2.4,2,237378,1990
0,2.2,2,37481,26472
1,1.8,0,211681,1584
3,1.0,1,301316,467
4,1.6,0,87721,14189
4,1.8,1,103562,11515
4,2.0,2,81952,11272
1,1.2,2,28008,12908
4,1.2,2,267147,429
3,1.0,1,118330,5592
0,2.4,2,179135,5690
1,1.2,2,32908,6443
4,1.8,0,205353,2004
2,4.0,2,132662,13935
2,2.4,2,100890,14700
4,2.0,0,102990,7642
1,1.4,1,118654,10792
2,2.0,2,118933,8398
1,2.0,0,288518,761
1,1.0,2,231102,908
4,1.6,0,100782,12083
3,1.2,1,63664,18824
3,1.8,1,107090,8694
3,1.4,1,53975,26317
4,2.0,2,246013,941
3,1.4,1,319446,356
4,2.0,0,40723,32193
4,1.2,2,30626,9996
1,1.0,2,205163,1073
1,2.0,0,144141,7491
3,1.8,1,123895,5482
1,1.8,2,78366,16698
3,1.4,1,128222,8517
1,2.0,0,188760,3451
1,2.0,0,212984,1530
4,2.0,0,45664,29228
1,1.4,2,202891,1384
0,2.0,2,20568,38804
4,1.6,0,114647,4008
4,1.6,2,71606,10914
1,1.8,2,109619,7753
0,2.0,0,198506,2839
4,1.2,2,28507,21067
3,1.4,2,91724,8768
1,1.0,0,80887,9468
3,2.0,1,327541,604
4,1.6,0,88544,11550
1,1.2,2,179379,2681
1,2.0,2,215631,2004
