Engine size,Year of manufacture,Mileage,Manufacturer_Ford,Manufacturer_Porsche,Manufacturer_Toyota,Manufacturer_VW,Model_911,Model_Cayenne,Model_Fiesta,Model_Focus,Model_Golf,Model_M5,Model_Mondeo,Model_Passat,Model_Polo,Model_Prius,Model_RAV4,Model_X3,Model_Yaris,Model_Z4,Fuel type_Hybrid,Fuel type_Petrol,Price
1.4,1993,238030,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,793
1.6,1988,229431,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,779
2.0,2006,108302,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,13936
1.2,1999,147936,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2338
1.4,2000,197828,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2667
4.0,2011,80607,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,45632
2.4,1987,279370,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,980
1.0,2014,22213,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,13911
1.4,1990,146951,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1434
1.4,1995,154365,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3315
1.0,2005,101476,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6954
1.6,1992,199221,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1574
1.6,1986,274051,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,380
2.0,2020,16189,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,43983
1.6,2004,72902,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,10034
1.0,2019,30415,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,19461
1.0,2013,35982,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,16712
2.4,2005,54799,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,15591
1.6,1996,192128,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2426
1.4,2006,118032,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,7090
1.8,1993,253325,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,973
2.2,1997,116058,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12165
2.0,2004,103532,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,6108
1.4,2003,116002,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6762
2.2,1994,147950,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,3630
2.4,2010,80625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,18336
1.0,2012,65100,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,9383
1.4,2006,95049,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,8411
1.2,2020,13399,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,24478
1.4,1993,200169,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1587
2.4,1997,195638,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,3092
2.0,2008,116754,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,10681
1.0,2004,98432,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4708
1.2,2018,32728,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,19235
2.4,2009,131873,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,15557
4.0,2014,63923,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,41822
1.4,1991,203777,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1121
1.6,1995,136408,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2329
2.0,2012,52278,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,21740
1.6,2018,34491,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,32611
2.0,1991,122225,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3277
1.2,1992,147465,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1472
1.0,2012,45147,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,19237
1.4,1985,240690,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,667
1.8,2006,106675,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,11386
1.8,1996,145212,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,3476
2.4,2000,120468,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,9331
1.8,2000,34952,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,10359
2.0,1987,250374,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1173
1.4,2010,57727,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,15519
1.4,2004,68696,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,7747
1.2,2012,76244,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12200
2.4,1992,196021,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2441
1.4,2000,125603,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,4678
1.4,2015,46554,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,15660
1.2,2013,87559,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12057
2.0,2013,5000,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,20707
2.0,1997,132089,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3079
3.0,2012,64382,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,28812
1.8,2016,31171,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,30862
1.4,1992,62182,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4754
1.4,1984,210619,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,824
1.0,1997,65696,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,3438
1.4,1993,182030,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1627
2.0,1997,179566,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,3245
1.2,2010,16500,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,12043
1.6,1999,282692,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,990
2.0,2009,77772,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,21186
1.6,2001,192142,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2587
1.0,1993,89834,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2232
1.4,2007,123667,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7879
2.0,2015,60207,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,26671
3.0,1998,149545,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,5737
3.0,2003,121506,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,10505
5.0,1989,167840,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,5996
2.0,2016,23215,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,34034
1.4,2018,30090,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,20554
2.0,2008,79483,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,14047
1.8,2015,49086,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,36164
2.0,2020,16535,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,64280
1.6,2018,23068,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,27848
1.0,1999,108962,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2972
2.0,2010,58911,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,18240
1.4,2015,23502,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,25098
1.0,2018,32148,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,17166
1.6,1994,240418,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1052
2.0,1998,140213,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4792
2.6,1999,60759,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,14992
1.6,2005,92446,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,9391
1.2,1995,172649,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1458
1.2,1999,56338,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,4573
1.8,2003,40560,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,11690
1.4,1992,291031,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,796
2.0,1992,148295,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2865
1.6,2010,69473,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,10357
1.6,2006,98528,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10057
1.2,1994,165631,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1485
1.4,2015,45752,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,23133
2.0,2012,56403,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,17099
1.8,2009,94674,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,17847
3.0,1994,156658,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4351
2.0,2006,87542,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,11515
1.6,2014,72218,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,18756
1.4,1998,202379,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2685
1.8,1991,217400,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1636
1.8,2006,127802,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,7778
1.4,1995,195685,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1291
2.0,2002,150833,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3696
3.0,2009,85258,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,26589
1.6,2012,60644,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,17718
2.2,1995,185133,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,3139
1.8,1994,187698,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2215
1.4,1993,271986,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,721
1.4,2009,79701,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,11946
1.6,2005,82859,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10520
2.4,1985,94261,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,4173
1.2,2018,24331,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,25145
2.2,2001,129345,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,14332
2.4,1986,146972,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2975
1.8,1996,123822,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4528
1.4,2009,102539,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,7001
2.4,2007,101824,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,14268
1.2,2002,57778,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,6740
1.0,2009,67820,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,7546
1.6,1991,199331,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1050
2.0,1993,216603,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1708
1.8,2014,60206,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,22405
1.4,1997,139842,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2874
4.0,2013,5000,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,65380
1.6,2011,61026,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,17309
2.0,2008,101766,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,15235
1.0,2000,178854,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1808
1.4,2003,70117,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,6049
1.2,1992,251928,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,589
2.2,2010,87913,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,18445
1.0,2002,93885,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,7137
1.6,2005,149357,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5092
1.0,2013,60197,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,14390
1.2,2019,23976,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,25649
1.0,2015,24923,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,20351
1.4,2008,78287,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,12405
2.0,2010,23514,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,15353
1.4,2011,114058,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,7533
2.2,2003,126947,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,10378
2.2,2008,70710,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,21806
2.4,1989,137762,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,3913
2.0,2000,65257,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,12646
1.4,1994,238571,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1240
2.0,2013,71933,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,19655
1.2,1992,239579,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,764
1.6,2006,85753,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8842
1.0,2004,60404,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,10253
1.4,2004,69950,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,7682
1.4,2018,17029,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,30721
1.0,1991,199696,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,828
1.0,1999,143799,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3067
1.6,2014,33293,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,16956
1.2,1997,91061,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3664
3.5,2011,56172,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,59397
2.0,2003,91647,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,6229
2.4,2017,39530,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,38121
1.0,2009,150203,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,4082
3.0,2004,91235,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,14062
1.4,2021,17843,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,37357
1.4,1991,201336,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1499
2.0,2016,48652,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,34048
1.6,1993,124529,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2656
1.0,1998,146755,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2016
1.0,1999,73789,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,6723
2.6,2000,158010,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8150
1.4,1995,192574,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2396
1.0,2019,20540,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,19594
1.4,2005,129695,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6950
1.8,2010,103016,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,13477
3.0,2015,65721,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,31639
1.0,2007,40466,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,9090
2.4,1994,100796,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,7251
1.0,2008,42018,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,11551
1.4,1997,134332,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4455
1.0,2000,129456,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,3174
1.4,2010,101370,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,12030
1.6,2010,80494,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,14256
1.8,1995,211765,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1915
1.8,2020,21764,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,42108
1.4,2011,103197,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,9217
1.4,2011,78648,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,14305
2.0,2007,107786,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,11272
4.4,2013,48926,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,67322
2.0,1986,249339,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1108
1.6,2016,22315,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30314
2.0,2020,20508,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,44695
1.4,1996,93745,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4732
1.2,2003,88446,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,6683
1.0,2015,55429,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,22038
2.0,1992,228947,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1416
1.8,2005,99768,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9889
1.8,1996,217619,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1943
1.4,2001,113885,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4066
2.4,2009,136189,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,12528
2.0,2018,33283,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,51203
2.0,2018,27744,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,48185
1.2,1989,260718,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,444
1.8,2006,87802,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,11521
1.8,2002,137030,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5763
1.8,2006,108565,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9906
3.5,1995,144961,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10698
1.4,1997,123351,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3112
1.6,1999,103379,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5814
2.4,1992,178985,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,3396
1.0,2017,25353,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,17134
1.4,2014,55662,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,20343
1.0,2002,12792,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7617
4.0,2005,145901,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,18687
1.8,2002,151431,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5419
1.0,2010,61392,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,8635
1.8,1997,247028,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1347
1.8,2002,153314,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,6047
2.2,1997,189898,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,3113
1.0,2008,90081,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7014
2.0,2001,129210,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6101
2.0,2000,174027,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4139
1.2,2003,48324,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7270
1.8,2014,60184,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,22408
1.6,2006,84048,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,12064
2.0,1997,115000,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3515
1.0,2015,46589,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,23290
2.0,2009,80546,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,18947
1.4,1987,249462,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,540
1.4,2001,138621,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3193
1.8,2001,155687,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,4453
4.4,2008,19001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,57449
1.6,2020,20796,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,39913
2.0,2014,31204,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,23910
1.6,2001,124337,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5616
1.8,2008,60696,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,14971
1.4,2009,98518,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,12431
1.8,2007,98906,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,12887
1.4,2000,204312,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2135
1.8,2002,125474,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,6067
1.8,1996,134744,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,3176
1.4,2002,104567,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,5190
5.0,1994,200671,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,6304
1.2,2010,75044,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,10252
1.4,2011,85682,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,13749
3.0,2016,30938,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,41935
1.0,1992,206502,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1128
1.0,2018,28322,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,17548
2.0,2006,86930,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,7868
1.6,1994,278872,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,963
1.6,2002,186800,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3790
2.4,2018,33955,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,46559
1.0,2008,80278,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,11720
4.4,2002,190714,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,11000
1.2,2010,86665,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8156
2.0,2004,102990,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7642
1.2,1987,205791,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,641
3.0,1990,277582,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1077
1.8,2007,84621,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,16775
1.0,2000,248279,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,948
2.0,1988,152497,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2107
